Код	Полное наименование	Короткое наименование	Регион	Район	Улица
645401	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ДОДОН"""	"ФАП ""ДОДОН"""	Ошская	Ноокатский	
645371	"Учреждение ""Территориальная больница Ноокатского района Ошской области"""	"У-е ""ТБ Ноокатского района Ошской области"""	Ошская	Ноокатский	Ленина ул.
513601	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №24	ГСВ №24	Баткенская	Кадамжайский	Кудайназаров Амиракул ул.
512681	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №30	ГСВ №30	Баткенская	Кадамжайский	Борду ул.
513061	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №32	ГСВ №32	Баткенская	Кадамжайский	А.Масалиева ул.
645361	"Учреждение ""Центр семейной медицины Ноокатского района Ошской области"""	"У-е ""ЦСМ Ноокатского района Ошской области"""	Ошская	Ноокатский	солтобаев ул.
309281	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №5 ""САФЕД-БУЛАН"""	"ГСВ ""САФЕД-БУЛАН"""" (ГЮЛЬСТАН)"""	Джалал-Абадская	Ала-Букинский	Больничная ул.
308771	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КЕК-ТАШ"""	"ГСВ ""КЕК-ТАШ"""	Джалал-Абадская	Ала-Букинский	Кара-Суу ул.
545471	"Фельдшерско-акушерский пункт """"Сур"""	"ФАП ""Сур"""	Баткенская	Кадамжайский	1 ул.
308741	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №10 ""ДОСТУК"""	"ГСВ №10 ""ДОСТУК"""	Джалал-Абадская	Ала-Букинский	А.Назарматов ул.
310281	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТАКТАЛЫК"""	"ФАП ""ТАКТАЛЫК"""	Джалал-Абадская	Токтогульский	Мамбеталиев Абан ул.
309921	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АЖЕК"""	"ФАП ""АЖЕК"""	Джалал-Абадская	Ала-Букинский	Ажек-1 ул.
305731	Чаткальский районный центр общеврачебной практики	ЦОВП ЧАТКАЛЬСКИЙ	Джалал-Абадская	Чаткальский	Кошбаев Т. ул.
308731	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №9 ""ЫЗАР"""	"ГСВ №9 ""ЫЗАР"""	Джалал-Абадская	Ала-Букинский	Касымов Араке ул.
308711	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №7 ""МАДАНИЯТ"""	"ГСВ №7 ""МАДАНИЯТ"""	Джалал-Абадская	Ала-Букинский	Юсупалиев Аскарали ул.
307511	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КУРУЛУШ"""	"ФАП ""КУРУЛУШ"""	Джалал-Абадская	Чаткальский	ул Жибек Жолу ул.
308691	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №4 ""АК-ТАМ"""	"ГСВ №4 ""АК-ТАМ"""	Джалал-Абадская	Ала-Букинский	Худайберганов Х. ул.
308681	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №3 ""СОВЕТ-САЙ"""	"ГСВ ""СОВЕТ-САЙ""""№3"""	Джалал-Абадская	Ала-Букинский	Совет-Сай ул.
309271	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КЫЗЫЛ-ДЖАР"""	"ГСВ ""КЫЗЫЛ-ДЖАР"""	Джалал-Абадская	Таш-Кумыр	Токтогула ул.
308601	"ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КЫЗЫЛАЛМА"""	"ГСВ ""КЫЗЫЛАЛМА"""	Джалал-Абадская	Таш-Кумыр	Кызыл-Алма-1 ул.
308591	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №3	ГСВ №3	Джалал-Абадская	Таш-Кумыр	Умбеталиева ул.
307641	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КУЙГУМЕН"""	"ФАП Кен-Кол ( ""КУЙГУМЕН"""")"""	Джалал-Абадская	Ала-Букинский	Ынтымак ул.
307621	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КОШ-ТЕРЕК"""	"ФАП ""КОШ-ТЕРЕК"""	Джалал-Абадская	Ала-Букинский	Кожомуратов Малик ул.
307591	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЖАНЫ-ШААР"""	"ФАП ""ЖАНЫ-ШААР"""	Джалал-Абадская	Ала-Букинский	Жаны-Шаар-1 ул.
307561	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БАЙМАК"""	"ФАП ""БАЙМАК"""	Джалал-Абадская	Ала-Букинский	Тиллаев Сатыбалды ул.
308571	ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №1	ГСВ №1	Джалал-Абадская	Таш-Кумыр	Гагарина ул.
310031	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КИРОВ"""	"ФАП ""КИРОВ"""	Джалал-Абадская	Ноокенский	Мырзалимов Авазбек ул.
307501	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КОРГОН-САЙ"""	"ФАП ""КОРГОН-САЙ"""	Джалал-Абадская	Чаткальский	Атабаев Т ул.
309171	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЧАНДАЛАШ"""	"ФАП ""ЧАНДАЛАШ"""	Джалал-Абадская	Чаткальский	Кочкоралы  бий ул.
306401	"ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАЙЫН-СУУ"""	"ФАП ""КАЙЫН-СУУ"""	Джалал-Абадская	Чаткальский	Проектирумое 2 ул.
308141	"ФИЛИАЛ ТЕРРИТОРИАЛЬНОЙ БОЛЬНИЦЫ ""1 МАЙ"""	"ФТБ ""1 МАЙ"""	Джалал-Абадская	Ала-Букинский	С.Жунусов ул.
